encoder_name,protocol_id,protocol_name,dataset,dataset_type,source_path,model_version,training_scope,description,encoder,risk_bonus,threshold,n_samples,n_normal,n_spam,accuracy,precision_spam,recall_spam,f1_spam,macro_f1,weighted_f1,balanced_accuracy,false_positive_rate,true_negative,false_positive,false_negative,true_positive,roc_auc,pr_auc,recall_at_precision_90,recall_at_precision_95
bge_small_zh,D,Adversarial robustness,keyword_challenge,spam_only,data/processed/keyword_challenge.tsv,v8_semantic_main,main_only,Frozen sentence encoder + Logistic Regression,BAAI/bge-small-zh-v1.5,0.0,0.75,270,0,270,0.04814814814814815,1.0,0.04814814814814815,0.09187279151943463,0.045936395759717315,0.09187279151943463,0.04814814814814815,0.0,0.0,0.0,257.0,13.0,,,,
bge_small_zh,D,Adversarial robustness,keyword_challenge,spam_only,data/processed/keyword_challenge.tsv,v8_semantic_multisource,main_plus_external_adapt,Frozen sentence encoder + multi-source Logistic Regression,BAAI/bge-small-zh-v1.5,0.0,0.65,270,0,270,0.5888888888888889,1.0,0.5888888888888889,0.7412587412587412,0.3706293706293706,0.7412587412587412,0.5888888888888889,0.0,0.0,0.0,111.0,159.0,,,,
multilingual_minilm,A,In-domain main holdout,main_holdout,binary,data/processed/spam_message_20k.tsv,v8_semantic_main,main_only,Frozen sentence encoder + Logistic Regression,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.0,0.75,6000,5396,604,0.9821666666666666,0.9093904448105437,0.9139072847682119,0.911643270024773,0.950862880725613,0.9821862764720171,0.9518572747043432,0.010192735359525574,5341.0,55.0,52.0,552.0,0.994253162754849,0.9693943159095519,0.9288079470198676,0.8741721854304636
multilingual_minilm,A,In-domain main holdout,main_holdout,binary,data/processed/spam_message_20k.tsv,v8_semantic_multisource,main_plus_external_adapt,Frozen sentence encoder + multi-source Logistic Regression,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.0,0.65,6000,5396,604,0.9621666666666666,0.7629009762900977,0.9056291390728477,0.8281604844814534,0.9034519062542111,0.9635846551100536,0.9370621603444298,0.03150481838398814,5226.0,170.0,57.0,547.0,0.9870262004231735,0.9202208120728922,0.7615894039735099,0.6291390728476821
multilingual_minilm,B,Zero-shot cross-domain,fbs_mixed_holdout,binary,data/processed/fbs_mixed_eval.tsv,v8_semantic_main,main_only,Frozen sentence encoder + Logistic Regression,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.0,0.75,7000,3500,3500,0.87,0.990530303030303,0.7471428571428571,0.8517915309446255,0.8680077247598446,0.8680077247598446,0.87,0.007142857142857143,3475.0,25.0,885.0,2615.0,0.9767990204081632,0.9815718618691481,0.9597142857142857,0.9257142857142857
multilingual_minilm,C,Few-shot domain adaptation,fbs_mixed_holdout,binary,data/processed/fbs_mixed_eval.tsv,v8_semantic_multisource,main_plus_external_adapt,Frozen sentence encoder + multi-source Logistic Regression,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.0,0.65,7000,3500,3500,0.9674285714285714,0.9731058415268942,0.9614285714285714,0.9672319632078183,0.9674273988149288,0.9674273988149288,0.9674285714285714,0.026571428571428572,3407.0,93.0,135.0,3365.0,0.9942876734693877,0.9949052497052775,0.9874285714285714,0.9728571428571429
multilingual_minilm,B,Zero-shot cross-domain,hf_chinese_spam_10000_holdout,binary,data/processed/hf_chinese_spam_10000.tsv,v8_semantic_main,main_only,Frozen sentence encoder + Logistic Regression,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.0,0.75,6959,3471,3488,0.4984911625233511,0.4935064935064935,0.021788990825688075,0.04173531026908292,0.3510544982641639,0.35029886869153615,0.49965854035666424,0.02247191011235955,3393.0,78.0,3412.0,76.0,0.5262238362949629,0.5080284922700953,0.0005733944954128441,0.0005733944954128441
multilingual_minilm,C,Few-shot domain adaptation,hf_chinese_spam_10000_holdout,binary,data/processed/hf_chinese_spam_10000.tsv,v8_semantic_multisource,main_plus_external_adapt,Frozen sentence encoder + multi-source Logistic Regression,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.0,0.65,6959,3471,3488,0.8409254203190114,0.8709878466812091,0.8013188073394495,0.8347021054203375,0.8406996193906839,0.8406849681854108,0.8410224114484628,0.11927398444252377,3057.0,414.0,693.0,2795.0,0.9074850035285814,0.9210006932511241,0.7669151376146789,0.6281536697247706
multilingual_minilm,B,Zero-shot cross-domain,hf_chinese_conversation_spam_holdout,binary,data/processed/hf_chinese_conversation_and_spam.tsv,v8_semantic_main,main_only,Frozen sentence encoder + Logistic Regression,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.0,0.75,5412,3258,2154,0.6917960088691796,0.9278169014084507,0.244661095636026,0.3872152828802351,0.5906700951552496,0.6321730723820818,0.616038344011997,0.012584407612031922,3217.0,41.0,1627.0,527.0,0.8436534054022011,0.7893771581649073,0.3180129990714949,0.13556174558960074
multilingual_minilm,C,Few-shot domain adaptation,hf_chinese_conversation_spam_holdout,binary,data/processed/hf_chinese_conversation_and_spam.tsv,v8_semantic_multisource,main_plus_external_adapt,Frozen sentence encoder + multi-source Logistic Regression,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.0,0.65,5412,3258,2154,0.8883961566888396,0.8851888667992047,0.8268337975858867,0.8550168026884302,0.8821494346875614,0.887684250971198,0.8779657017395364,0.070902394106814,3027.0,231.0,373.0,1781.0,0.9533664864944971,0.9383054509546918,0.8036211699164345,0.6903435468895079
multilingual_minilm,D,Adversarial robustness,adversarial,spam_only,data/processed/adversarial_eval.tsv,v8_semantic_main,main_only,Frozen sentence encoder + Logistic Regression,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.0,0.75,131,0,131,0.9312977099236641,1.0,0.9312977099236641,0.9644268774703557,0.48221343873517786,0.9644268774703557,0.9312977099236641,0.0,0.0,0.0,9.0,122.0,,,,
multilingual_minilm,D,Adversarial robustness,adversarial,spam_only,data/processed/adversarial_eval.tsv,v8_semantic_multisource,main_plus_external_adapt,Frozen sentence encoder + multi-source Logistic Regression,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.0,0.65,131,0,131,0.9312977099236641,1.0,0.9312977099236641,0.9644268774703557,0.48221343873517786,0.9644268774703557,0.9312977099236641,0.0,0.0,0.0,9.0,122.0,,,,
multilingual_minilm,D,Adversarial robustness,keyword_challenge,spam_only,data/processed/keyword_challenge.tsv,v8_semantic_main,main_only,Frozen sentence encoder + Logistic Regression,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.0,0.75,270,0,270,0.10740740740740741,1.0,0.10740740740740741,0.1939799331103679,0.09698996655518395,0.1939799331103679,0.10740740740740741,0.0,0.0,0.0,241.0,29.0,,,,
multilingual_minilm,D,Adversarial robustness,keyword_challenge,spam_only,data/processed/keyword_challenge.tsv,v8_semantic_multisource,main_plus_external_adapt,Frozen sentence encoder + multi-source Logistic Regression,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.0,0.65,270,0,270,0.2814814814814815,1.0,0.2814814814814815,0.4393063583815029,0.21965317919075145,0.4393063583815029,0.2814814814814815,0.0,0.0,0.0,194.0,76.0,,,,
m3e_small,A,In-domain main holdout,main_holdout,binary,data/processed/spam_message_20k.tsv,v8_semantic_main,main_only,Frozen sentence encoder + Logistic Regression,moka-ai/m3e-small,0.0,0.75,6000,5396,604,0.9903333333333333,0.9658703071672355,0.9370860927152318,0.9512605042016806,0.9729475508982501,0.9902682721932436,0.9666898217467931,0.0037064492216456633,5376.0,20.0,38.0,566.0,0.9962502884157507,0.9848131119137629,0.9635761589403974,0.9519867549668874
m3e_small,A,In-domain main holdout,main_holdout,binary,data/processed/spam_message_20k.tsv,v8_semantic_multisource,main_plus_external_adapt,Frozen sentence encoder + multi-source Logistic Regression,moka-ai/m3e-small,0.0,0.6,6000,5396,604,0.9655,0.7636122177954847,0.9519867549668874,0.847457627118644,0.9140041118774653,0.9671525710381775,0.9594996784471206,0.032987398072646404,5218.0,178.0,29.0,575.0,0.9925134634927024,0.9559417633847305,0.8791390728476821,0.7814569536423841
m3e_small,B,Zero-shot cross-domain,fbs_mixed_holdout,binary,data/processed/fbs_mixed_eval.tsv,v8_semantic_main,main_only,Frozen sentence encoder + Logistic Regression,moka-ai/m3e-small,0.0,0.75,7000,3500,3500,0.827,0.9939577039274925,0.658,0.7918170878459687,0.8219136765149433,0.8219136765149433,0.827,0.004,3486.0,14.0,1197.0,2303.0,0.9802663673469387,0.9826781103708373,0.952,0.926
m3e_small,C,Few-shot domain adaptation,fbs_mixed_holdout,binary,data/processed/fbs_mixed_eval.tsv,v8_semantic_multisource,main_plus_external_adapt,Frozen sentence encoder + multi-source Logistic Regression,moka-ai/m3e-small,0.0,0.6,7000,3500,3500,0.9628571428571429,0.9690214244354372,0.9562857142857143,0.9626114466494105,0.9628555388228601,0.9628555388228602,0.9628571428571429,0.030571428571428572,3393.0,107.0,153.0,3347.0,0.9925862040816327,0.9935636241387049,0.9874285714285714,0.9708571428571429
m3e_small,B,Zero-shot cross-domain,hf_chinese_spam_10000_holdout,binary,data/processed/hf_chinese_spam_10000.tsv,v8_semantic_main,main_only,Frozen sentence encoder + Logistic Regression,moka-ai/m3e-small,0.0,0.75,6959,3471,3488,0.4993533553671505,0.75,0.0017201834862385322,0.003432494279176201,0.33456982610715674,0.3337608974333421,0.5005719903314223,0.0005762028233938346,3469.0,2.0,3482.0,6.0,0.6960913773758455,0.6843090329984852,0.010607798165137615,0.00028669724770642203
m3e_small,C,Few-shot domain adaptation,hf_chinese_spam_10000_holdout,binary,data/processed/hf_chinese_spam_10000.tsv,v8_semantic_multisource,main_plus_external_adapt,Frozen sentence encoder + multi-source Logistic Regression,moka-ai/m3e-small,0.0,0.6,6959,3471,3488,0.855726397470901,0.8805147058823529,0.8239678899082569,0.851303317535545,0.8555986305791038,0.8555881376459611,0.8558041696732295,0.11235955056179775,3081.0,390.0,614.0,2874.0,0.9223578672169668,0.9290757221638968,0.7938646788990825,0.6341743119266054
m3e_small,B,Zero-shot cross-domain,hf_chinese_conversation_spam_holdout,binary,data/processed/hf_chinese_conversation_and_spam.tsv,v8_semantic_main,main_only,Frozen sentence encoder + Logistic Regression,moka-ai/m3e-small,0.0,0.75,5412,3258,2154,0.7507390983000739,0.995079950799508,0.3755803156917363,0.5453319851702056,0.6868189771848228,0.7156810686822613,0.6871762843038178,0.0012277470841006752,3254.0,4.0,1345.0,809.0,0.9369301221534251,0.9232732748147814,0.724233983286908,0.6402042711234912
m3e_small,C,Few-shot domain adaptation,hf_chinese_conversation_spam_holdout,binary,data/processed/hf_chinese_conversation_and_spam.tsv,v8_semantic_multisource,main_plus_external_adapt,Frozen sentence encoder + multi-source Logistic Regression,moka-ai/m3e-small,0.0,0.6,5412,3258,2154,0.9007760532150776,0.8630444544229906,0.8922934076137419,0.8774252453777677,0.8970394890554833,0.9010406208034873,0.8993388462255327,0.09361571516267649,2953.0,305.0,232.0,1922.0,0.9663940572253258,0.9559998109562091,0.8551532033426184,0.7636954503249768
m3e_small,D,Adversarial robustness,adversarial,spam_only,data/processed/adversarial_eval.tsv,v8_semantic_main,main_only,Frozen sentence encoder + Logistic Regression,moka-ai/m3e-small,0.0,0.75,131,0,131,0.9770992366412213,1.0,0.9770992366412213,0.9884169884169884,0.4942084942084942,0.9884169884169884,0.9770992366412213,0.0,0.0,0.0,3.0,128.0,,,,
m3e_small,D,Adversarial robustness,adversarial,spam_only,data/processed/adversarial_eval.tsv,v8_semantic_multisource,main_plus_external_adapt,Frozen sentence encoder + multi-source Logistic Regression,moka-ai/m3e-small,0.0,0.6,131,0,131,0.9923664122137404,1.0,0.9923664122137404,0.9961685823754789,0.49808429118773945,0.9961685823754788,0.9923664122137404,0.0,0.0,0.0,1.0,130.0,,,,
m3e_small,D,Adversarial robustness,keyword_challenge,spam_only,data/processed/keyword_challenge.tsv,v8_semantic_main,main_only,Frozen sentence encoder + Logistic Regression,moka-ai/m3e-small,0.0,0.75,270,0,270,0.02962962962962963,1.0,0.02962962962962963,0.05755395683453238,0.02877697841726619,0.05755395683453238,0.02962962962962963,0.0,0.0,0.0,262.0,8.0,,,,
m3e_small,D,Adversarial robustness,keyword_challenge,spam_only,data/processed/keyword_challenge.tsv,v8_semantic_multisource,main_plus_external_adapt,Frozen sentence encoder + multi-source Logistic Regression,moka-ai/m3e-small,0.0,0.6,270,0,270,0.5740740740740741,1.0,0.5740740740740741,0.7294117647058823,0.36470588235294116,0.7294117647058823,0.5740740740740741,0.0,0.0,0.0,115.0,155.0,,,,
